,sentence,rankt,ranko
6103,まったくもう,6103,10000
6104,何とかするわ,6104,10000
6105,みんな大丈夫？,6105,10000
6106,ローリー？,6106,10000
6107,何とかして,6107,10000
6108,何というか,6108,10000
6109,安全？,6109,10000
6110,君ならできる,6110,10000
6111,もうダメ,6111,10000
6112,容体は？,6112,10000
6113,容態は？,6113,1188
6114,もう一度言ってみろ,6114,10000
6115,生きてるの？,6115,10000
6116,ミック！,6116,10000
6117,もう大丈夫だよ,6117,10000
6118,レスター。,6118,10000
6119,理解できないわ,6119,10000
6120,何ですと？,6120,10000
6121,理解できたか？,6121,10000
6122,もう行くの？,6122,10000
6123,もう遅いわ,6123,10000
6124,もしも,6124,10000
6125,君のだ,6125,10000
6126,寝なさい,6126,10000
6127,何て言ってた？,6127,10000
6128,ワイアット？,6128,10000
6129,皆様,6129,10000
6130,もらうよ,6130,10000
6131,皆殺しだ！,6131,10000
6132,上げろ！,6132,10000
6133,上がれ！,6133,10000
6134,一緒に来る？,6134,10000
6135,私たち,6135,10000
6136,女か？,6136,10000
6137,奥さん？,6137,10000
6138,なにがあったの？,6138,10000
6139,なにそれ,6139,10000
6140,私がやった,6140,10000
6141,神父様,6141,10000
6142,なのに,6142,10000
6143,なんだい,6143,10000
6144,一人で,6144,10000
6145,確認します,6145,10000
6146,なんでも,6146,10000
6147,なんでよ？,6147,10000
6148,始末しろ,6148,10000
6149,なんと！,6149,10000
6150,ねえ！,6150,10000
6151,同じじゃない,6151,10000
6152,知りたいのは,6152,383
6153,知りたいか？,6153,10000
6154,知ってる。,6154,10000
6155,ふざけてんのか？,6155,10000
6156,知ってた,6156,10000
6157,失礼するわ,6157,10000
6158,名前を言え,6158,10000
6159,ほらな？,6159,10000
6160,ワン！,6160,170
6161,もっと！,6161,10000
6162,他に誰がいる？,6162,10000
6163,久しぶりだね,6163,10000
6164,殺す？,6164,10000
6165,リ,6165,257
6166,よし　やろう,6166,10000
6167,何だって！,6167,10000
6168,ランチョー,6168,10000
6169,よし、行くぞ,6169,10000
6170,汚染,6170,10000
6171,ヤー！,6171,10000
6172,少しは,6172,10000
6173,ヤッホー！,6173,10000
6174,わかってるでしょ,6174,10000
6175,何だい,6175,10000
6176,メガフォース！,6176,10000
6177,メガフォース・レッド！,6177,10000
6178,当然だろ,6178,10000
6179,よくできました,6179,10000
6180,殺すか？,6180,10000
6181,アウト！,6181,10000
6182,アキレス！,6182,10000
6183,ムカつく,6183,10000
6184,殺した,6184,10000
6185,アナ,6185,10000
6186,殺された？,6186,10000
6187,ミルズ,6187,10000
6188,ミッチ,6188,10000
6189,残念でした,6189,10000
6190,アリソン,6190,10000
6191,残念だったな,6191,10000
6192,何してる？,6192,600
6193,リクタス！,6193,10000
6194,水をくれ,6194,10000
6195,平気,6195,10000
6196,君の言うとおりだ,6196,10000
6197,君の助けが必要だ,6197,10000
6198,リー？,6198,10000
6199,熱い夜になるわ,6199,10000
6200,無理しないで,6200,10000
6201,無事なのか？,6201,10000
6202,準備は良いか？,6202,10000
6203,リーチャー,6203,10000
6204,何っ？,6204,10000
6205,やめて下さい,6205,10000
6206,乗れよ,6206,10000
6207,息を吸って,6207,10000
6208,魔女だ,6208,10000
6209,（カシャ）,6209,236
6210,電話,6210,10000
6211,始めまして,6211,10000
6212,魅力的だ,6212,10000
6213,愛してるぞ,6213,10000
6214,憶えてない,6214,10000
6215,後退しろ！,6215,10000
6216,金曜日,6216,10000
6217,彼女って？,6217,10000
6218,静かだな,6218,10000
6219,始まったぞ,6219,10000
6220,姉さん,6220,10000
6221,忘れた,6221,10000
6222,邪魔するな！,6222,10000
6223,御機嫌よう,6223,10000
6224,［もしもし？,6224,10000
6225,感想は？,6225,10000
6226,連れてけ,6226,10000
6227,大丈夫　大丈夫よ,6227,10000
6228,（ドアの開く音）,6228,551
6229,慎重にな,6229,10000
6230,黙りなさい,6230,10000
6231,大丈夫？,6231,27
6232,ｅ,6232,10000
6233,心から,6233,10000
6234,応答しろ！,6234,10000
6235,２！,6235,10000
6236,念のためだ,6236,10000
6237,連絡するよ,6237,10000
6238,選択肢はない,6238,10000
6239,年齢は？,6239,10000
6240,悪くないわ,6240,10000
6241,違うか,6241,10000
6242,家に帰るんだ,6242,682
6243,帰るの？,6243,10000
6244,左！,6244,10000
6245,（足音）,6245,403
6246,（みのり）ん？,6246,10000
6247,引き上げろ！,6247,10000
6248,違います！,6248,10000
6249,（歓声）,6249,845
6250,悲しいわ,6250,10000
6251,違いない,6251,10000
6252,引っ張れ,6252,10000
6253,想像できる？,6253,10000
6254,当然さ,6254,10000
6255,嫌な予感がする,6255,10000
6256,寂しくなるよ,6256,10000
6257,１人で？,6257,10000
6258,２人とも,6258,10000
6259,分かってないな,6259,10000
6260,待ってください。,6260,10000
6261,待つ！,6261,10000
6262,順調よ,6262,10000
6263,彼は何と？,6263,10000
6264,私はね,6264,10000
6265,我慢できない,6265,10000
6266,良い考えだ,6266,10000
6267,永遠に！,6267,10000
6268,注意しろよ,6268,10000
6269,消えて,6269,10000
6270,混乱してる,6270,10000
6271,渡せ！,6271,10000
6272,準備できたか？,6272,10000
6273,準備はいいかい？,6273,10000
6274,犬だ,6274,10000
6275,良いかな,6275,10000
6276,無理ね,6276,10000
6277,無理よ！,6277,10000
6278,爆弾だ,6278,10000
6279,聞こえないのか？,6279,10000
6280,聞こえただろ？,6280,10000
6281,水？,6281,10000
6282,勝利,6282,10000
6283,気に入らない？,6283,10000
6284,君は・・・,6284,10000
6285,落ち着け。,6285,10000
6286,落ち着けって,6286,10000
6287,気でも狂ったの？,6287,10000
6288,血が出てる,6288,10000
6289,血！,6289,10000
6290,殺してくれ,6290,10000
6291,殺さないで！,6291,10000
6292,行くぜ！,6292,10000
6293,君を愛している,6293,10000
6294,死んでるの？,6294,10000
6295,行けない,6295,10000
6296,行け行け！,6296,10000
6297,行って。,6297,10000
6298,片付けろ,6298,10000
6299,聞いてないの？,6299,10000
6300,大したことない,6300,10000
6301,私？,6301,464
6302,知らんな,6302,10000
6303,取引だ,6303,10000
6304,知る必要がある,6304,10000
6305,確かなのか？,6305,10000
6306,神に誓って,6306,10000
6307,口を開けろ,6307,10000
6308,私が行くわ,6308,10000
6309,参った,6309,10000
6310,私を見て。,6310,10000
6311,私じゃないわ,6311,10000
6312,私だけよ,6312,10000
6313,私ではない,6313,10000
6314,私もそうだ,6314,10000
6315,私にも,6315,10000
6316,知ってるはずだ,6316,10000
6317,友達じゃない,6317,10000
6318,素晴らしいわ！,6318,10000
6319,目を覚まして,6319,10000
6320,終わったんだ,6320,10000
6321,終わりだ！,6321,10000
6322,痛いか？,6322,10000
6323,疲れたわ,6323,10000
6324,申し訳ありません。,6324,10000
6325,続けて。,6325,10000
6326,美味しい,6326,10000
6327,田鶴様,6327,234
6328,友人？,6328,10000
6329,考えて,6329,10000
6330,考えてくれ,6330,10000
6331,耐えられない,6331,10000
6332,生きてる！,6332,10000
6333,要求は？,6333,10000
6334,告白を,6334,10000
6335,動くな！,6335,633
6336,誰だよ？,6336,10000
6337,誰のことだ？,6337,10000
6338,初耳だ,6338,10000
6339,放り出せ,6339,10000
6340,判ってる,6340,10000
6341,誰に雇われた？,6341,10000
6342,政府はこれらには関知しない,6342,10000
6343,誰がやったの？,6343,10000
6344,見せたい物がある,6344,10000
6345,誰がそんなことを？,6345,10000
6346,数は？,6346,10000
6347,誰かって？,6347,10000
6348,時間がないの,6348,10000
6349,誇りに思う,6349,10000
6350,話を聞いてくれ,6350,10000
6351,攻撃だ！,6351,10000
6352,攻撃だ,6352,10000
6353,調べよう,6353,10000
6354,切るぞ,6354,10000
6355,場合による,6355,10000
6356,分りません,6356,10000
6357,撃ちまくれ,6357,10000
6358,援護する,6358,10000
6359,援護しろ,6359,10000
6360,変なの,6360,10000
6361,変身だ！,6361,10000
6362,手伝おう,6362,10000
6363,走るんだ！,6363,10000
6364,手を出すな,6364,10000
6365,身分証を,6365,10000
6366,戻ってくるわ,6366,10000
6367,戻ってくる,6367,10000
6368,話せば長くなる,6368,10000
6369,嘘でしょ？,6369,10000
6370,話せば長い,6370,10000
6371,見覚えがある,6371,10000
6372,死ぬ！,6372,10000
6373,死ぬな,6373,10000
6374,見せてやるよ,6374,10000
6375,止めろよ,6375,10000
6376,止まらないで,6376,10000
6377,動くなよ！,6377,10000
6378,止まってくれ！,6378,10000
6379,構わないわ,6379,10000
6380,構わないで,6380,10000
6381,見てくる,6381,10000
6382,見てないわ,6382,10000
6383,見てみろ！,6383,10000
6384,見るんだ,6384,10000
6385,来る？,6385,10000
6386,見違えたよ,6386,10000
6387,力を貸してくれ,6387,10000
6388,来てください,6388,10000
6389,覚悟しろ,6389,10000
6390,解き放てこの力！,6390,10000
6391,言う通りにして,6391,10000
6392,本気だよ,6392,10000
6393,本当にいいの？,6393,10000
6394,本当ですか,6394,10000
6395,本当だ！,6395,10000
6396,言わないで,6396,10000
6397,本当か？,6397,408
6398,計画変更だ,6398,10000
6399,嘘つきめ！,6399,10000
6400,月曜日,6400,10000
6401,話しなさい,6401,10000
6402,生,6402,266
6403,ｔ,6403,10000
6404,ルシウス,6404,10000
6405,お前の勝ちだ,6405,10000
6406,中へどうぞ,6406,10000
6407,中へ,6407,10000
6408,どくんだ！,6408,10000
6409,また明日ね,6409,10000
6410,何でしょうか？,6410,10000
6411,そうか？,6411,806
6412,パパ・・・,6412,610
6413,ありがとう パパ,6413,10000
6414,パパだよ,6414,10000
6415,何でよ？,6415,10000
6416,マリー？,6416,10000
6417,何とかして！,6417,10000
6418,やめ,6418,10000
6419,また晴れの日が,6419,10000
6420,何と言えば？,6420,10000
6421,パトリシア,6421,10000
6422,何なのこれ？,6422,10000
6423,何なの？,6423,230
6424,ウソだ！,6424,10000
6425,バーニー,6425,10000
6426,マーフィーは？,6426,10000
6427,シャンパンは？,6427,10000
6428,ありす,6428,242
6429,ヒューゴ！,6429,10000
6430,あれは何だ,6430,10000
6431,ここで何をしてるんだ？,6431,10000
6432,何してんだ,6432,10000
6433,シェリー,6433,10000
6434,いや、大丈夫,6434,10000
6435,何しに来たんだ？,6435,10000
6436,お疲れさん,6436,10000
6437,ケイレブ,6437,10000
6438,そうしましょう,6438,10000
6439,何するんだ,6439,10000
6440,ここにいるんだ,6440,10000
6441,ありますよ,6441,10000
6442,ここに来て。,6442,10000
6443,ケイティ,6443,10000
6444,ビクター！,6444,10000
6445,やっちまった,6445,10000
6446,どうかしてるぞ,6446,10000
6447,アッ！,6447,10000
6448,ここね,6448,10000
6449,どなたか？,6449,10000
6450,ありゃ何だ？,6450,10000
6451,どけよ,6451,10000
6452,たぶん・・・,6452,10000
6453,それと？,6453,10000
6454,ミスターリース？,6454,10000
6455,もう帰って,6455,10000
6456,一緒に来ないの？,6456,10000
6457,これ。,6457,10000
6458,メガフォース・ピンク！,6458,10000
6459,それは面白い,6459,10000
6460,一緒だ,6460,10000
6461,だめだよ,6461,10000
6462,ちがう？,6462,10000
6463,ぶっ殺してやる！,6463,10000
6464,メリン・トラント,6464,10000
6465,わからんな,6465,10000
6466,ふーん。,6466,10000
6467,まだだよ,6467,10000
6468,一体何をしてる？,6468,10000
6469,やだよ,6469,10000
6470,ジュリ,6470,10000
6471,わかってる？,6471,10000
6472,ネービット！,6472,10000
6473,ならば,6473,10000
6474,一つだけ,6474,10000
6475,何をですか？,6475,10000
6476,この男は,6476,10000
6477,お前だ！,6477,10000
6478,どんなことを？,6478,10000
6479,バカめ,6479,10000
6480,グッド。,6480,10000
6481,だからなんだ？,6481,10000
6482,なんだ？,6482,94
6483,あなたは間違ってる,6483,10000
6484,下がってください,6484,10000
6485,上等だ,6485,10000
6486,わたし？,6486,10000
6487,うまくいった？,6487,10000
6488,その上,6488,10000
6489,どういう事ですか？,6489,10000
6490,何も変わらない,6490,10000
6491,その名は パワーレンジャー・メガフォース,6491,10000
6492,やめて　お願い,6492,10000
6493,あなたは何者？,6493,10000
6494,もしよければ,6494,10000
6495,だが　そうする為には かつての殺人者では成し得ない,6495,10000
6496,お前ならできる,6496,10000
6497,ジェイミー,6497,10000
6498,どうなると思う？,6498,10000
6499,一緒に行きましょう,6499,10000
6500,ウエィド,6500,10000
6501,どこにあった？,6501,10000
6502,ここで何を,6502,10000
6503,何したんだ？,6503,10000
6504,きれいだわ,6504,10000
6505,ね！,6505,10000
6506,そこよ！,6506,10000
6507,そう！,6507,799
6508,いかん,6508,10000
6509,プリン！,6509,10000
6510,何かご用？,6510,10000
6511,く,6511,313
6512,そう願うわ,6512,10000
6513,お願いだから！,6513,10000
6514,いや　だめだ,6514,10000
6515,何か変だ,6515,10000
6516,くだらん,6516,10000
6517,サインを,6517,10000
6518,いい女だ,6518,10000
6519,今のは,6519,10000
6520,いい夢を,6520,10000
6521,ウィン,6521,10000
6522,そう思ってた,6522,10000
6523,ブレナー！,6523,10000
6524,くれ,6524,10000
6525,それを渡せ,6525,10000
6526,やってるわ,6526,10000
6527,お願いです！,6527,10000
6528,任せる,6528,10000
6529,かまわないわ,6529,10000
6530,ポール！,6530,10000
6531,コンパス３１０　８０度！,6531,10000
6532,イヴ！,6532,10000
6533,いつまでも,6533,10000
6534,ホードー！,6534,10000
6535,いつもそうだ,6535,10000
6536,ぼ,6536,10000
6537,仕事はどう？,6537,10000
6538,コカイン？,6538,10000
6539,ゴラム,6539,10000
6540,伏せてろ！,6540,10000
6541,お願い！,6541,877
6542,マウイ,6542,10000
6543,がんばってね,6543,10000
6544,マキシマス,6544,10000
6545,やってみる？,6545,10000
6546,なんのことだ？,6546,10000
6547,いけない,6547,10000
6548,休んで,6548,10000
6549,どうやって見つけたの？,6549,10000
6550,けっこう,6550,10000
6551,何か見つけたか？,6551,10000
6552,どうしたの！,6552,10000
6553,フォースは我と共にあり 我はフォースと共にある,6553,10000
6554,サーシャ！,6554,10000
6555,もう１回,6555,10000
6556,フォースが共にあらんことを,6556,10000
6557,お邪魔します,6557,10000
6558,フォー,6558,10000
6559,やってくれたな,6559,10000
6560,なんて言った？,6560,10000
6561,ザヤ,6561,10000
6562,お茶は？,6562,10000
6563,いや、,6563,10000
6564,どうも　ありがとう,6564,10000
6565,どうやって見つける？,6565,10000
6566,亡くなった,6566,10000
6567,マディソン,6567,10000
6568,ザヤ！,6568,10000
6569,そうだが？,6569,10000
6570,マニー,6570,10000
6571,あんたは誰だ？,6571,10000
6572,そうする為には 他の誰かにならなければならない,6572,10000
6573,アレックスよ,6573,10000
6574,いや　別に,6574,10000
6575,何か見つけたの？,6575,10000
6576,アントニオ,6576,10000
6577,けっこうだ,6577,10000
6578,ブライアン！,6578,10000
6579,何か言ったか？,6579,10000
6580,どうしたらいいの,6580,10000
6581,マズいぞ,6581,10000
6582,今なんて？,6582,10000
6583,こ,6583,10000
6584,そうは思わないな,6584,10000
6585,そうはならない,6585,10000
6586,今どこ？,6586,10000
6587,マックイーン！,6587,10000
6588,そうなんでしょ？,6588,10000
6589,そうなんだろ？,6589,10000
6590,マズイ！,6590,10000
